4963	426
556	386
6871	1429
33	1574
1895	3655
1975	442
222	1434
71399	447
730	81
1580	409
3879	2867
1304	1665
45	3410
1399	971
719	4168
725	4969
1299	1256
5038	1167
2030	5518
1174	45
793	96
5423	4162
3932	3092
751	71388
1626	652
2236	5831
108	1521
5905	4170
48	547
2070	1738
4162	597
2008	4544
2060	3174
3264	71
1577	526
113	2183
1406	97
299	2687
5038	1443
13	58
2646	3585
2561	1910
402	1437
1857	22
1129	1276
1520	69
2639	2650
1532	722
826	1910
22	634
4946	1432
112	1895
854	556
547	704
4963	2420
492	616
689	127
1411	154
3655	71388
2277	4170
2640	449
1174	320
770	118
426	413
526	40
4045	1190
686	442
3249	18
71399	6765
75	7394
452	4170
1398	198
1400	2651
1903	433
37	4929
5267	1606
1626	844
7579	1438
4041	1903
546	408
116	125
2234	294
1979	2864
217	1979
136	1656
735	1540
100	2232
1268	735
1712	1024
879	238
1254	107
370	29
5941	350
4010	122
350	970
1912	786
1580	145
104	5503
2563	2025
4862	780
