29042	397487
412030	412845
68570	83138
566970	567027
277592	279049
20105	444929
278383	315949
634626	634467
493090	463101
343119	447033
236952	237446
674982	673690
266444	267731
460579	431916
643715	601409
523604	471882
347299	444571
628219	536080
230631	214698
339182	171319
672465	516668
273518	278084
349759	376884
556289	569845
565416	570925
273357	277812
488288	664007
461025	449315
125618	439704
186066	186121
329907	345223
3189	405096
275976	280944
639454	536644
92584	83934
447252	442289
594435	547537
656491	528482
2719	450730
571143	570774
265445	263104
106920	448623
563446	570424
11109	403163
442772	437548
639657	681897
263989	266517
78975	98282
558175	569405
419161	420646
378262	401970
17881	448240
600302	600386
611133	543216
546956	548197
520556	683306
639698	639227
344042	342258
93122	76730
434170	449238
517366	602729
516083	552237
76274	76183
70378	77860
236961	240811
44620	439304
628015	654394
22638	442132
70541	85325
521335	673625
493328	638542
128504	447265
552520	552516
613322	623212
350808	450764
175653	458062
423579	424158
570660	569944
226192	438461
4605	369481
418416	418355
210342	49461
29889	171641
4057	436170
297759	290467
123293	444334
644388	523679
334054	344607
667694	667714
86853	76546
8744	50403
399679	129374
267278	266718
601089	601210
69202	69661
16630	436376
379489	380826
317542	282302
638428	492921
626169	625833
327635	257196
336617	333976
30722	354340
19328	49432
394057	420008
298561	281200
494816	494807
28847	129501
626236	622227
92681	95515
39931	405408
412773	413110
554626	601186
234259	247408
638825	522247
59244	55012
392079	169655
92692	85008
289914	279154
319641	428941
646733	601315
615009	622204
459365	458226
87314	87443
94594	85719
561025	570093
233987	441003
281981	281108
235696	246390
358745	257187
188509	188026
359516	419782
278147	317000
542536	543249
340653	418771
495708	495699
44883	441710
196903	196921
257854	259811
626060	624963
334460	448933
527477	530978
106821	406526
275109	317494
584139	584226
559244	569725
393174	184315
667681	602700
527092	527325
65767	65457
369821	369814
340401	341363
261274	261103
615154	682211
90520	81501
272000	272681
99076	66546
640741	628765
166321	354602
188989	49941
350004	439264
613860	625693
235889	253953
371420	443981
650916	550122
200191	377345
572219	571872
566166	570518
143334	143445
350129	337044
46011	48726
70918	94793
59016	55056
234162	253463
653763	601707
442631	378348
82700	86067
172179	445769
47095	46019
399041	433308
112329	112369
41030	174474
53491	59721
100853	78756
519777	523332
1671	374205
9049	49415
621199	622031
79029	93386
625939	623624
379619	379246
471810	610178
526808	646977
4796	450227
75241	85663
40010	437518
252938	253777
457396	457404
292285	276407
360548	439193
177849	177815
680363	529784
12889	60525
94777	94591
626260	615679
29066	143051
327160	50038
560527	559024
418883	442741
263465	264701
227523	444985
401406	401422
87918	70699
179843	179881
331718	444719
684210	174847
664321	664030
109937	109925
375808	439564
282007	281991
590171	590301
335137	338773
547370	547879
646109	600676
488532	488526
199850	174574
27607	401903
6430	450707
186317	186133
33280	50006
523842	531940
186707	186535
244238	60479
347806	327489
431924	443321
595428	683300
530650	591473
98446	85783
676852	638532
684262	419928
229110	254629
35619	445511
20696	445801
1106	458118
360331	359719
78747	78907
25716	404313
71729	85007
75649	84183
21885	435071
399575	210325
429713	155488
78467	98113
77367	85281
529330	648067
393029	448343
645582	553321
629764	629842
200265	443165
643710	602028
280583	278900
386601	156659
87173	78541
518337	522581
581780	581794
546204	545501
511704	530818
536658	674745
450919	49258
458829	386545
86405	85941
168189	168141
359463	156299
79379	97875
179126	179105
68038	83743
430936	64763
22924	440820
79194	93585
210427	216951
244260	210772
2674	64358
568206	571165
242455	253756
462247	445582
222618	238179
170070	439646
154286	154321
187659	445243
86184	66837
355410	174458
12599	48998
88201	85659
461120	461257
282896	315289
472871	492921
434448	63966
4754	441554
651959	648117
390683	106002
274840	288929
680510	610114
392536	100127
289610	282641
648578	648545
622684	623899
626073	624015
341637	439256
610111	610104
73655	69335
245632	445724
377160	451092
378427	448769
39222	449142
155632	447491
239265	364360
375483	259834
390966	445397
234381	220533
443323	450708
625127	606519
443012	442683
567107	569571
680674	606556
357168	450678
517198	652848
69320	85978
22610	433002
87414	66566
634307	634305
566875	570405
551984	551036
405176	448540
78458	76634
172069	170688
244485	230417
126629	451084
332773	431916
6228	437280
675000	515972
359028	436023
525705	602163
413215	413112
176536	176574
211284	241224
174455	330
288372	283268
30967	445124
189066	157308
603122	525395
70407	97154
511108	658646
236189	218282
389519	389512
530519	645305
487263	487884
650023	679183
221840	386574
676343	553327
678646	652260
166688	161802
473117	602651
570710	561330
542374	542596
329607	438408
387125	630491
391698	441434
237279	450719
446684	430966
662870	664018
493033	680792
275339	276235
618538	618711
186332	450723
634215	634857
507761	507769
60345	444881
645369	601669
344134	172869
340166	327511
81110	84890
273513	277652
494208	602531
360852	372588
615076	638527
264502	264205
494900	529966
228508	212989
278035	317380
515761	652798
664566	638051
289678	316901
675945	554470
239563	253260
282702	281043
530364	683324
197445	203341
43303	404006
340622	336587
583891	583717
471717	553365
557654	571000
262351	259971
77149	83311
112623	112541
561709	569558
275144	288905
334519	343520
457916	122015
92959	85488
18066	402860
34470	184252
348206	344146
35256	436372
499676	602744
74196	88671
64417	197595
212324	212983
83335	86031
58539	60371
225193	241067
593044	548126
473600	605633
663967	662998
226372	449117
358371	443624
434984	444759
59295	53784
91692	94886
343131	450122
296276	47720
180055	180053
602841	674736
369519	369518
507893	663981
517015	644652
659501	657778
66428	78414
23028	418588
11044	451724
14376	445429
536608	536089
448769	174434
23152	103738
558656	571427
27505	159327
543126	525315
579788	579805
603272	630019
17049	449178
360793	459163
183545	183704
228049	245336
456976	449191
87342	68017
390467	54
541114	541101
67827	97172
91058	85896
188565	157169
140500	140530
228269	237504
375245	601676
43651	386195
418696	448913
283918	46204
240020	240962
247203	249640
279615	281043
609111	591439
71491	67204
25405	449464
352204	438736
283566	279345
651665	653925
237663	450725
228050	253126
612959	602252
68277	86007
517292	604870
558213	559008
37826	404422
202629	202600
15064	64409
273724	280915
38798	447253
346209	449199
259153	167372
83511	76695
507703	508769
625311	602149
555097	570954
251052	253964
126185	443426
488578	488585
568734	565951
394789	450771
66680	85100
434538	429849
676077	601779
519092	681923
557672	571208
337737	143052
212756	230561
22071	457933
189917	460796
596562	601701
280224	285064
30856	169931
393129	439098
362544	362543
212793	445340
618361	618504
663860	664029
239663	234903
559889	570987
185889	185863
258258	442824
200310	447407
488011	487903
80997	85067
652698	544668
650160	516129
634942	634974
189827	49236
42183	444675
232854	210696
316228	274213
76192	95397
47842	45767
28775	442011
439074	50808
420987	443622
639238	639531
83696	85499
57508	55334
424628	423980
30483	405432
570728	570030
510359	536092
392966	155453
518723	518838
126767	419998
558860	569578
30680	446077
280464	282494
156014	155488
628314	628328
247432	210550
7238	448470
545858	547990
78419	78611
547882	545006
440850	440895
319517	447435
544993	547261
2439	441091
292857	45497
375539	444938
439419	440512
56271	56222
627662	627679
7249	722
237844	441119
562936	559132
527153	529999
377511	448656
166703	129509
266212	266695
106708	430323
186251	185874
232498	242509
65366	85508
224581	240889
29264	448605
569042	571239
25280	450282
602247	522609
286535	283194
654336	626322
245131	1
222591	404459
294433	282637
460974	457709
83067	94354
352557	352559
470612	470623
557574	570917
92998	82833
648103	602407
638902	639705
544791	530836
354896	358718
502057	501683
422977	424198
37465	129368
171114	443315
164869	405067
35531	550840
424541	422988
431671	445348
570307	569266
358019	358055
338600	432956
50594	155780
670215	670300
75019	84998
248199	210991
163728	602245
222298	210673
27	173031
339690	442680
172123	442469
56048	56182
442289	440371
125795	377143
332132	336576
17596	449617
372708	450157
379352	380758
649296	649244
345336	448169
128525	129342
7228	445250
516175	630139
88352	88360
426037	426026
249908	216017
69754	75976
614156	626031
42253	429586
443852	142527
525922	494173
375872	443238
350864	189511
620861	614184
124013	444929
530459	654551
49249	439370
644342	499002
332722	448577
625784	623744
236374	242283
266787	265488
234331	227813
94728	85112
42095	259417
43036	49432
200705	444595
276675	288873
255192	184119
174865	437897
40317	417467
542089	678321
36754	442860
99480	93972
344767	441980
15672	443946
556738	569440
559164	569765
273795	46342
364197	189574
664862	652914
267567	264724
126758	441400
57530	59278
607534	606854
221216	253587
295830	280171
245324	210583
210323	235254
346945	335071
30855	384692
53558	59749
350643	444372
17681	398799
13171	402986
239649	224146
38664	442776
30874	48633
233073	442349
336934	334230
58509	58432
48449	45890
646800	651553
98825	75844
526936	673105
418926	377721
256956	438791
227286	450927
472838	440433
254660	210945
26137	446362
48231	45913
569369	561691
63952	447125
620445	623311
551410	602681
269671	270702
176658	176700
27412	155993
82039	68206
274095	299204
227426	450726
392817	441353
386269	386275
546008	547952
550221	553356
583938	584293
562210	570929
33494	438907
360994	430623
594066	546855
216534	446172
669512	664897
85205	77589
33756	429781
327812	448232
282862	279423
29786	448395
556111	569841
447047	447051
521702	517933
22139	418320
465964	465949
390293	64378
290466	317410
294316	281836
94229	85687
22199	437830
21898	442002
565375	569785
602013	653472
261961	259982
541974	542068
502342	504905
424676	424487
635957	636349
28638	402039
223749	215954
253292	250382
344049	173393
42013	443792
239531	444986
167768	167771
662796	664490
557223	569580
143681	143425
401360	401340
457331	457243
235846	441167
596489	596398
392724	158843
123629	123804
55198	57415
258816	451092
66517	100812
518024	629996
604736	474472
89833	83762
112772	112768
391330	441253
40582	441078
552522	552511
434426	434430
207551	207615
112664	112550
273342	295688
9546	446448
386216	386295
15904	443296
36805	184176
96549	85741
96439	67921
571048	570542
77293	85940
258939	230342
588640	588780
661321	658011
20865	442863
561190	563572
544692	544553
572256	572262
592402	548158
360787	450795
593810	593818
620360	611099
283314	273306
228662	217018
26357	86115
67061	83062
171931	356319
460978	448756
61829	442536
7206	108024
363124	439969
339327	440777
57445	59178
174361	439946
263320	267658
582987	582849
424617	422935
30230	446607
58754	57029
77699	85358
598886	623063
244568	228382
445904	445909
558017	571223
67756	74313
578736	578727
591611	638531
188017	386190
389703	450509
513531	553364
319717	449349
540983	602057
39677	448376
347100	448871
627227	677210
281691	282558
48089	45910
267417	265579
457396	457317
557500	569694
23411	440746
239783	240780
238134	450134
518582	529864
610220	610077
591446	652207
4266	372565
557793	570717
244257	450736
279011	275558
627280	602242
69544	76995
15110	450630
677691	679406
345191	432923
293508	290496
69087	94743
684336	442899
558982	570850
350034	64423
512915	601663
71168	66879
11426	446469
260728	260599
663877	664227
266344	265602
90194	93974
339007	155324
99133	99136
347888	356270
544677	602738
457327	457268
665858	665850
650883	680755
81945	81507
232822	219859
59995	53812
251999	241064
277402	277753
240844	450729
471278	469895
75227	68955
57027	58803
345820	440814
332397	447109
239546	253964
24218	440929
51	49731
340499	440795
225106	253758
13800	50796
566119	569932
680897	530162
81734	99795
554688	638278
445117	404100
175272	435933
187876	363162
279926	298906
259162	86126
20151	442807
351031	418799
260449	260343
88397	94386
32608	444595
85875	85484
610411	601380
383456	383268
663015	664085
405250	447522
615953	616583
90746	66518
683350	601091
32046	49283
65713	93811
287162	280664
376511	446437
9934	106406
476520	476584
674954	530152
601134	601305
620005	498450
9810	125545
654027	604890
653279	472660
521967	521933
10732	441527
513618	493465
88926	99670
439008	448998
650223	681905
593357	547234
625320	623701
92870	66266
93732	76105
37044	431896
335835	339802
11252	445126
551946	606562
234914	451088
74889	95243
4338	174574
358516	439805
569170	558940
75786	86054
495821	602219
10991	184141
555610	571163
30195	441743
111481	111496
17450	188905
487709	487886
30956	418720
509567	509642
527548	475869
418818	432303
419038	449014
336023	349087
43775	406416
232353	213972
397428	451072
345735	340446
446736	371407
581964	581798
235531	140936
86565	85117
677953	677517
677952	678206
536498	530397
8116	433571
594064	593191
460888	64399
419211	445069
460645	704
21474	119687
86078	82628
268987	268872
299222	290438
636379	636277
379890	450712
399795	399792
114438	114460
646048	474678
108781	419242
601724	529947
276781	281539
81200	85070
273867	274093
493401	606579
337872	372540
342478	174519
55947	57432
637506	680674
622173	638391
266228	267659
241400	450685
73336	78350
277903	317568
332898	156720
15131	450979
31677	379829
541384	541419
352201	371439
257844	86101
339048	403876
117825	118833
564590	570429
23607	443984
565441	570787
238070	210845
188383	445485
457985	457834
623233	626750
675310	680513
177171	177131
